product_id,product_name,category,price
PROD-0059,IronGrit Graphite Tennis Racket,sports,83.49
PROD-0060,RoadCrest Digital Tire Inflator,automotive,48.41
PROD-0061,Norwood & Fitch Flannel Shirt,clothing,39.49
PROD-0062,Bare & Bloom Beard Oil,beauty,20.90
PROD-0063,RoadCrest Rubber Cargo Liner,automotive,25.36
PROD-0064,Buildly Dollhouse Playset,toys,55.21
PROD-0065,Norwood & Fitch Running Shorts,clothing,39.79
PROD-0066,Wovenly Cotton Area Rug,home,56.42
PROD-0067,Bare & Bloom Micellar Cleansing Water,beauty,13.57
PROD-0068,Solstice Yoga Leggings,clothing,44.20
PROD-0069,Bare & Bloom Retinol Night Cream,beauty,45.60
PROD-0070,Velora Dry Shampoo,beauty,12.29
PROD-0071,Harbor Line Yoga Leggings,clothing,41.71
PROD-0072,Hearthstone Food Processor,kitchen,123.49
PROD-0073,Pulsewave Smartwatch,electronics,126.31
PROD-0075,Harbor Line Cotton T-Shirt,clothing,22.95
PROD-0076,SummitForm Insulated Water Bottle,sports,16.90
PROD-0077,Wovenly Runner Rug,home,50.38
PROD-0078,CopperTable 6-Piece Knife Block Set,kitchen,97.39
PROD-0079,NexTech Wireless Gaming Mouse,electronics,22.75
PROD-0080,Wonderkid 250-Piece Building Brick Set,toys,22.66
PROD-0081,Hearthstone Programmable Slow Cooker,kitchen,61.54
PROD-0082,SummitForm Basketball,sports,18.06
PROD-0083,CopperTable Immersion Blender,kitchen,41.53
PROD-0084,Pulsewave 4K Action Camera,electronics,121.53
PROD-0085,DriveLine All-Weather Floor Mats,automotive,30.95
PROD-0086,Norwood & Fitch Chino Pants,clothing,64.50
PROD-0087,PlayNest Stacking Rings Toy,toys,16.54
PROD-0088,IronGrit Resistance Band Set,sports,12.64
PROD-0089,Harbor Line Chino Pants,clothing,62.16
PROD-0090,Millbrook 12-Cup Programmable Coffee Maker,kitchen,76.54
PROD-0091,Norwood & Fitch Bootcut Jeans,clothing,51.45
PROD-0092,Buildly Card Game,toys,14.24
PROD-0093,IronGrit 4-Person Camping Tent,sports,122.61
PROD-0094,CopperTable Belgian Waffle Maker,kitchen,30.06
PROD-0095,SummitForm High-Density Foam Roller,sports,28.01
PROD-0096,NexTech 4K Action Camera,electronics,128.45
PROD-0097,Bare & Bloom Eyeshadow Palette,beauty,37.06
PROD-0098,DriveLine Handheld Car Vacuum,automotive,57.42
PROD-0099,Norwood & Fitch Bomber Jacket,clothing,56.77
PROD-0100,CopperTable Stainless Chef's Knife,kitchen,35.48
PROD-0101,RoadCrest Trunk Organizer,automotive,26.42
PROD-0103,Millbrook Stand Mixer,kitchen,269.88
PROD-0104,Pulsewave Smart LED Light Strip,electronics,25.95
PROD-0105,CopperTable Glass Storage Container Set,kitchen,33.66
PROD-0106,Wonderkid Wooden Building Blocks Set,toys,39.20
PROD-0107,SummitForm Fitness Tracker Band,sports,44.64
PROD-0108,IronGrit Fitness Tracker Band,sports,56.78
PROD-0109,GlowLab Shimmer Highlighter Palette,beauty,16.20
PROD-0110,GlowLab Matte Liquid Lipstick,beauty,24.40
PROD-0111,Linden Row Upholstered Accent Chair,home,181.39
PROD-0112,DriveLine Roof Bike Rack,automotive,102.54
PROD-0113,DriveLine LED Headlight Bulb Kit,automotive,77.08
PROD-0114,Comfort Haven Upholstered Accent Chair,home,162.37
PROD-0115,Harbor Line Puffer Jacket,clothing,111.55
PROD-0116,Millbrook Enameled Dutch Oven,kitchen,96.38
PROD-0117,CopperTable Food Processor,kitchen,66.28
PROD-0118,Linden Row Full-Length Floor Mirror,home,78.62
PROD-0119,GlowLab Dry Shampoo,beauty,8.99
PROD-0120,Comfort Haven Throw Pillow Cover Set,home,19.56
PROD-0121,Harbor Line Pencil Skirt,clothing,38.03
PROD-0122,DriveLine Steering Wheel Cover,automotive,22.11
PROD-0123,Circuit & Co Portable External Hard Drive,electronics,83.46
PROD-0124,Millbrook Nonstick Baking Sheet Set,kitchen,30.45
PROD-0125,Linden Row Cotton Area Rug,home,140.48
PROD-0126,Velora Micellar Cleansing Water,beauty,19.15
PROD-0127,NexTech 27-Inch Desktop Monitor,electronics,175.63
PROD-0128,Solstice Linen Shirt,clothing,41.33
PROD-0129,Circuit & Co Wireless Gaming Mouse,electronics,59.35
PROD-0130,Bare & Bloom Matte Liquid Lipstick,beauty,19.38
PROD-0131,Bare & Bloom Tinted Brow Gel,beauty,10.65
PROD-0133,Bare & Bloom Makeup Setting Spray,beauty,13.30
PROD-0134,Solstice Polo Shirt,clothing,48.57
PROD-0135,Linden Row Sherpa Throw Blanket,home,45.44
PROD-0136,Velora Shimmer Highlighter Palette,beauty,19.80
PROD-0137,Wonderkid Pop-Up Play Tent,toys,40.61
PROD-0138,Bare & Bloom Shimmer Highlighter Palette,beauty,26.04
PROD-0139,Comfort Haven Ceramic Table Lamp,home,56.30
PROD-0140,Hearthstone Enameled Dutch Oven,kitchen,182.53
PROD-0141,Hearthstone Countertop Blender,kitchen,50.39
PROD-0142,GlowLab Eyeshadow Palette,beauty,24.70
PROD-0143,PeakStride Anti-Fog Ski Goggles,sports,59.86
PROD-0144,GlowLab Volumizing Mascara,beauty,15.72
PROD-0145,Norwood & Fitch Yoga Leggings,clothing,51.29
PROD-0146,NexTech Home Security Camera,electronics,104.57
PROD-0147,Hearthstone Wine Glass Set,kitchen,34.69
PROD-0148,Velora Body Lotion,beauty,20.34
PROD-0150,PlayNest Balance Bike,toys,96.42
PROD-0151,Harbor Line Denim Jacket,clothing,78.88
PROD-0152,PeakStride Golf Club Set,sports,266.22
PROD-0153,Solstice Puffer Jacket,clothing,145.54
PROD-0156,Pulsewave 65-Inch 4K Smart TV,electronics,823.15
PROD-0157,Hearthstone Bamboo Cutting Board Set,kitchen,21.68
PROD-0158,Millbrook 20-Piece Flatware Set,kitchen,30.13
PROD-0159,Hearthstone 10-Piece Nonstick Cookware Set,kitchen,147.13
PROD-0160,NexTech Over-Ear Noise-Canceling Headphones,electronics,153.50
PROD-0161,Harbor Line Cargo Shorts,clothing,34.89
PROD-0162,Wovenly Picture Frame Gallery Set,home,27.42
PROD-0163,SummitForm Cast Iron Kettlebell,sports,53.03
PROD-0164,SummitForm Golf Club Set,sports,298.12
PROD-0165,IronGrit Golf Club Set,sports,230.58
PROD-0166,Hearthstone Espresso Machine,kitchen,267.50
PROD-0167,Harbor Line Running Shorts,clothing,38.29
PROD-0168,RoadCrest Interior LED Light Kit,automotive,18.81
PROD-0169,Pulsewave Portable External Hard Drive,electronics,84.37
PROD-0170,CopperTable Espresso Machine,kitchen,215.98
PROD-0171,Harbor Line Rain Jacket,clothing,80.24
PROD-0172,Wovenly 6-Piece Bath Towel Set,home,47.97
PROD-0173,PlayNest Family Board Game,toys,33.43
PROD-0174,Wonderkid Card Game,toys,10.36
PROD-0175,Hearthstone Nonstick Baking Sheet Set,kitchen,28.20
PROD-0176,Comfort Haven Canvas Laundry Hamper,home,22.61
PROD-0177,Linden Row Blackout Curtain Panel,home,20.18
PROD-0178,NexTech Portable Bluetooth Speaker,electronics,85.56
PROD-0179,GlowLab Liquid Foundation,beauty,28.34
PROD-0180,Bare & Bloom Vitamin C Brightening Serum,beauty,18.88
PROD-0181,Wonderkid Science Experiment Kit,toys,25.78
PROD-0182,PlayNest Toy Dinosaur Set,toys,24.23
PROD-0183,GlowLab Hair Repair Mask,beauty,17.19
PROD-0184,Hearthstone Belgian Waffle Maker,kitchen,55.28
PROD-0185,PeakStride Mountain Bike Helmet,sports,42.27
PROD-0186,Harbor Line Wool Peacoat,clothing,154.43
PROD-0187,Hearthstone 20-Piece Flatware Set,kitchen,52.33
PROD-0188,DriveLine Dash Cam,automotive,36.79
PROD-0189,Wovenly Upholstered Accent Chair,home,152.76
PROD-0190,DriveLine Seat Cover Set,automotive,51.55
PROD-0191,Wovenly Storage Ottoman,home,85.21
PROD-0192,Bare & Bloom Hair Repair Mask,beauty,17.09
PROD-0193,Circuit & Co Portable Bluetooth Speaker,electronics,31.73
PROD-0194,Hearthstone 6-Piece Knife Block Set,kitchen,103.59
PROD-0195,Linden Row Throw Pillow Cover Set,home,27.36
PROD-0196,Velora Charcoal Detox Face Mask,beauty,22.89
PROD-0197,Solstice Turtleneck Sweater,clothing,43.63
PROD-0198,CopperTable Nonstick Baking Sheet Set,kitchen,21.65
PROD-0199,SummitForm Trail Running Shoes,sports,134.12
PROD-0200,Harbor Line Merino Crew Sweater,clothing,73.07
PROD-0201,TrailGear OBD2 Diagnostic Scanner,automotive,44.06
PROD-0202,GlowLab Hydrating Face Moisturizer,beauty,16.78
PROD-0203,Buildly Ride-On Toy Car,toys,142.87
PROD-0205,Norwood & Fitch Wool Peacoat,clothing,154.16
PROD-0206,PlayNest Science Experiment Kit,toys,30.58
PROD-0207,IronGrit Insulated Sleeping Bag,sports,43.95
PROD-0208,DriveLine Interior LED Light Kit,automotive,24.34
PROD-0209,SummitForm Non-Slip Yoga Mat,sports,28.52
PROD-0210,NexTech 65-Inch 4K Smart TV,electronics,1102.50
PROD-0211,Solstice Rain Jacket,clothing,87.15
PROD-0212,Velora Lip Balm Trio,beauty,9.87
PROD-0213,Wonderkid Art & Craft Kit,toys,23.94
PROD-0214,Buildly 250-Piece Building Brick Set,toys,27.48
PROD-0215,PlayNest Wooden Building Blocks Set,toys,42.00
PROD-0216,TrailGear Roof Bike Rack,automotive,125.62
PROD-0217,Comfort Haven Sherpa Throw Blanket,home,58.37
PROD-0218,Millbrook Countertop Blender,kitchen,75.77
PROD-0219,NexTech Smart LED Light Strip,electronics,21.61
PROD-0220,TrailGear Windshield Sun Shade,automotive,20.10
PROD-0222,Linden Row Wall Clock,home,32.57
PROD-0224,DriveLine Trunk Organizer,automotive,34.68
PROD-0225,SummitForm Insulated Sleeping Bag,sports,67.52
PROD-0226,RoadCrest LED Headlight Bulb Kit,automotive,35.91
PROD-0227,GlowLab SPF 50 Sunscreen Lotion,beauty,16.23
PROD-0228,GlowLab Vitamin C Brightening Serum,beauty,39.36
PROD-0229,Comfort Haven Storage Ottoman,home,84.85
PROD-0230,TrailGear Trunk Organizer,automotive,23.05
PROD-0231,Wonderkid Musical Toy Piano,toys,27.68
PROD-0232,Comfort Haven Picture Frame Gallery Set,home,21.83
PROD-0233,TrailGear All-Season Car Cover,automotive,46.97
PROD-0234,Wovenly Fabric Shower Curtain,home,27.07
PROD-0235,Wovenly Framed Wall Art Set,home,26.62
PROD-0236,Wonderkid Dollhouse Playset,toys,93.35
PROD-0237,RoadCrest Rooftop Cargo Carrier,automotive,163.40
PROD-0238,Circuit & Co Wireless Charging Pad,electronics,32.79
PROD-0239,Velora Eau de Parfum,beauty,67.44
PROD-0240,TrailGear Rooftop Cargo Carrier,automotive,89.84
PROD-0241,Buildly Play Kitchen Set,toys,59.57
PROD-0242,Velora Makeup Setting Spray,beauty,24.86
PROD-0243,Norwood & Fitch Merino Crew Sweater,clothing,89.89
PROD-0244,SummitForm Hiking Backpack,sports,106.98
PROD-0245,Hearthstone Stand Mixer,kitchen,225.44
PROD-0246,Comfort Haven Bedding Set,home,53.17
PROD-0247,PeakStride Trail Running Shoes,sports,110.14
PROD-0248,Millbrook 10-Piece Nonstick Cookware Set,kitchen,171.94
PROD-0249,Solstice Cargo Jacket,clothing,83.96
PROD-0250,Buildly Wooden Building Blocks Set,toys,35.92
PROD-0251,PeakStride Telescopic Fishing Rod,sports,40.14
PROD-0252,Bare & Bloom Hydrating Face Moisturizer,beauty,19.95
PROD-0253,Velora Volumizing Mascara,beauty,11.61
PROD-0254,Wovenly Canvas Laundry Hamper,home,23.72
PROD-0255,IronGrit Folding Camping Chair,sports,42.30
PROD-0256,Norwood & Fitch Turtleneck Sweater,clothing,42.68
PROD-0257,Solstice Bomber Jacket,clothing,109.86
PROD-0258,IronGrit Adjustable Dumbbell Set,sports,99.00
PROD-0259,Bare & Bloom Facial Cleansing Brush,beauty,26.74
PROD-0260,Solstice Chino Pants,clothing,52.83
PROD-0261,PlayNest Water Blaster,toys,18.32
PROD-0262,Solstice Cargo Shorts,clothing,27.27
PROD-0264,Circuit & Co Home Security Camera,electronics,99.39
PROD-0265,PeakStride Insulated Sleeping Bag,sports,54.38
PROD-0266,Pulsewave Smart Thermostat,electronics,98.65
PROD-0267,Norwood & Fitch Trench Coat,clothing,94.24
PROD-0268,Wonderkid Balance Bike,toys,51.51
PROD-0269,Velora Retinol Night Cream,beauty,30.21
PROD-0270,Linden Row Storage Ottoman,home,41.74
PROD-0271,Comfort Haven Framed Wall Art Set,home,30.08
PROD-0272,SummitForm Mountain Bike Helmet,sports,47.74
PROD-0273,Comfort Haven Memory Foam Pillow,home,40.37
PROD-0274,Circuit & Co Over-Ear Noise-Canceling Headphones,electronics,99.45
PROD-0275,Wonderkid Water Blaster,toys,19.97
PROD-0276,SummitForm 4-Person Camping Tent,sports,91.00
PROD-0277,SummitForm Telescopic Fishing Rod,sports,37.58
PROD-0278,RoadCrest Portable Jump Starter,automotive,51.41
PROD-0279,CopperTable 16-Piece Dinnerware Set,kitchen,109.57
PROD-0280,Millbrook Rice Cooker,kitchen,69.23
PROD-0281,PlayNest 250-Piece Building Brick Set,toys,42.75
PROD-0282,Wonderkid Ride-On Toy Car,toys,127.33
PROD-0283,Pulsewave 10-Inch Tablet,electronics,178.98
PROD-0284,DriveLine Rubber Cargo Liner,automotive,31.22
PROD-0285,PeakStride Graphite Tennis Racket,sports,65.77
PROD-0286,Buildly Stacking Rings Toy,toys,12.61
PROD-0287,Wonderkid Action Figure 5-Pack,toys,25.09
PROD-0288,RoadCrest Dash Cam,automotive,59.53
PROD-0289,TrailGear Hydraulic Floor Jack,automotive,56.71
PROD-0290,Harbor Line Wrap Dress,clothing,50.48
PROD-0291,Hearthstone 12-Cup Programmable Coffee Maker,kitchen,59.10
PROD-0292,CopperTable Electric Kettle,kitchen,38.40
PROD-0293,Solstice Cable Knit Cardigan,clothing,81.37
PROD-0294,Wovenly Throw Pillow Cover Set,home,19.28
PROD-0295,RoadCrest All-Season Car Cover,automotive,42.49
PROD-0296,TrailGear Portable Battery Charger,automotive,76.16
PROD-0297,Buildly Science Experiment Kit,toys,25.15
PROD-0298,Norwood & Fitch Cargo Jacket,clothing,107.52
PROD-0299,Solstice Swim Trunks,clothing,28.44
PROD-0300,Norwood & Fitch Puffer Jacket,clothing,86.35
PROD-0301,Wovenly Ceramic Table Lamp,home,32.43
PROD-0303,CopperTable Cast Iron Grill Pan,kitchen,45.68
PROD-0304,NexTech Mechanical Keyboard,electronics,67.43
PROD-0306,Circuit & Co Mechanical Keyboard,electronics,95.00
PROD-0307,Circuit & Co 65-Inch 4K Smart TV,electronics,1082.33
PROD-0308,Harbor Line Slim Straight Jeans,clothing,59.08
PROD-0309,GlowLab Micellar Cleansing Water,beauty,13.19
PROD-0310,Linden Row Scented Candle 3-Pack,home,24.35
PROD-0311,Buildly Action Figure 5-Pack,toys,31.18
PROD-0312,GlowLab Beard Oil,beauty,11.71
PROD-0313,Solstice Fleece Hoodie,clothing,64.88
PROD-0314,Pulsewave 27-Inch Desktop Monitor,electronics,226.35
PROD-0315,Linden Row Bedding Set,home,47.66
PROD-0316,PlayNest Pop-Up Play Tent,toys,29.12
PROD-0317,NexTech Smartwatch,electronics,107.71
PROD-0319,Bare & Bloom Nail Polish Trio Set,beauty,10.89
PROD-0320,Solstice Wool Peacoat,clothing,188.78
PROD-0321,Harbor Line Linen Shirt,clothing,64.13
PROD-0322,Norwood & Fitch Wrap Dress,clothing,88.04
PROD-0323,Buildly Family Board Game,toys,20.25
PROD-0324,SummitForm Resistance Band Set,sports,23.20
PROD-0325,Hearthstone Electric Kettle,kitchen,39.38
PROD-0326,CopperTable Stainless Mixing Bowl Set,kitchen,27.95
PROD-0327,NexTech Smart Thermostat,electronics,188.98
PROD-0328,Hearthstone Stainless Mixing Bowl Set,kitchen,31.82
PROD-0329,RoadCrest Magnetic Phone Mount,automotive,16.65
PROD-0331,Bare & Bloom Body Lotion,beauty,21.89
PROD-0332,Millbrook Wine Glass Set,kitchen,37.84
PROD-0334,Millbrook 6-Piece Knife Block Set,kitchen,94.31
PROD-0335,Linden Row 6-Piece Bath Towel Set,home,43.67
PROD-0336,Wovenly Wall Clock,home,20.81
PROD-0337,PeakStride Folding Camping Chair,sports,44.45
PROD-0338,Bare & Bloom Volumizing Mascara,beauty,18.33
PROD-0339,Buildly Musical Toy Piano,toys,34.64
PROD-0340,TrailGear Car Wax & Detailing Kit,automotive,27.50
PROD-0341,Velora Beard Oil,beauty,19.89
PROD-0343,CopperTable Countertop Blender,kitchen,89.30
PROD-0344,Bare & Bloom SPF 50 Sunscreen Lotion,beauty,26.74
PROD-0345,Linden Row Canvas Laundry Hamper,home,22.88
PROD-0346,SummitForm Match Soccer Ball,sports,21.30
PROD-0347,Wonderkid Remote Control Race Car,toys,44.27
PROD-0348,NexTech Wireless Charging Pad,electronics,16.02
PROD-0349,Harbor Line Polo Shirt,clothing,25.29
PROD-0350,DriveLine OBD2 Diagnostic Scanner,automotive,49.76
PROD-0351,Millbrook Belgian Waffle Maker,kitchen,52.73
PROD-0352,Harbor Line Maxi Dress,clothing,76.04
PROD-0353,Wovenly Memory Foam Pillow,home,36.93
PROD-0354,RoadCrest Steering Wheel Cover,automotive,10.76
PROD-0355,GlowLab Charcoal Detox Face Mask,beauty,16.59
PROD-0356,Buildly Kids' Camera Drone,toys,39.50
PROD-0357,RoadCrest Hydraulic Floor Jack,automotive,99.96
PROD-0358,Linden Row Framed Wall Art Set,home,20.81
PROD-0359,Millbrook 16-Piece Dinnerware Set,kitchen,92.16
PROD-0360,TrailGear Digital Tire Inflator,automotive,54.26
PROD-0361,Linden Row 5-Shelf Bookcase,home,117.85
PROD-0362,CopperTable 12-Cup Programmable Coffee Maker,kitchen,52.17
PROD-0363,Norwood & Fitch Denim Jacket,clothing,100.90
PROD-0364,PlayNest Remote Control Race Car,toys,37.67
PROD-0365,Millbrook Espresso Machine,kitchen,292.96
PROD-0366,PeakStride High-Density Foam Roller,sports,18.82
PROD-0367,Buildly Toy Dinosaur Set,toys,20.13
PROD-0368,SummitForm Folding Camping Chair,sports,33.45
PROD-0369,Velora Exfoliating Face Scrub,beauty,19.50
PROD-0370,PeakStride Hiking Backpack,sports,90.64
PROD-0371,DriveLine Hydraulic Floor Jack,automotive,98.14
PROD-0373,Circuit & Co Smart LED Light Strip,electronics,30.86
PROD-0374,Hearthstone 16-Piece Dinnerware Set,kitchen,50.10
PROD-0376,CopperTable Toaster Oven,kitchen,117.57
PROD-0377,SummitForm Graphite Tennis Racket,sports,63.31
PROD-0378,Pulsewave Over-Ear Noise-Canceling Headphones,electronics,176.11
PROD-0379,Comfort Haven 6-Piece Bath Towel Set,home,29.07
PROD-0380,CopperTable 20-Piece Flatware Set,kitchen,46.60
PROD-0381,GlowLab Body Lotion,beauty,14.56
PROD-0383,Norwood & Fitch Cable Knit Cardigan,clothing,76.85
PROD-0384,NexTech Portable Power Bank,electronics,16.32
PROD-0385,Linden Row Entryway Coat Rack,home,41.16
PROD-0386,Norwood & Fitch Linen Shirt,clothing,43.00
PROD-0387,Velora Vitamin C Brightening Serum,beauty,28.87
PROD-0388,Circuit & Co Dual-Band Wireless Router,electronics,66.68
PROD-0389,Linden Row Ceramic Table Lamp,home,27.26
PROD-0390,Circuit & Co 10-Inch Tablet,electronics,156.63
PROD-0391,Millbrook Bamboo Cutting Board Set,kitchen,17.51
PROD-0392,Circuit & Co Portable Power Bank,electronics,44.39
PROD-0393,Pulsewave Home Security Camera,electronics,52.93
PROD-0394,PlayNest Dollhouse Playset,toys,80.89
PROD-0395,PeakStride Basketball,sports,19.81
PROD-0396,Pulsewave Robot Vacuum,electronics,260.46
PROD-0397,Millbrook Electric Kettle,kitchen,54.58
PROD-0398,PlayNest Ride-On Toy Car,toys,131.44
PROD-0399,Velora Liquid Foundation,beauty,23.99
PROD-0400,Pulsewave Video Doorbell,electronics,144.68
PROD-0401,IronGrit Mountain Bike Helmet,sports,53.80
PROD-0402,Bare & Bloom Exfoliating Face Scrub,beauty,20.64
PROD-0403,Wovenly Entryway Coat Rack,home,38.27
PROD-0404,Hearthstone Cast Iron Skillet,kitchen,29.49
PROD-0405,TrailGear Dash Cam,automotive,94.85
PROD-0406,Buildly Water Blaster,toys,24.40
PROD-0408,DriveLine Windshield Sun Shade,automotive,22.73
PROD-0409,Norwood & Fitch Rain Jacket,clothing,90.25
PROD-0411,Hearthstone Toaster Oven,kitchen,113.73
PROD-0412,Velora Eyeshadow Palette,beauty,33.13
PROD-0413,PeakStride Match Soccer Ball,sports,24.81
PROD-0414,Norwood & Fitch Polo Shirt,clothing,27.79
PROD-0415,Circuit & Co Wireless Noise-Canceling Earbuds,electronics,101.70
PROD-0416,Solstice Wrap Dress,clothing,66.74
PROD-0417,Pulsewave 4K Streaming Media Player,electronics,28.92
PROD-0419,Comfort Haven Cotton Area Rug,home,71.17
PROD-0420,CopperTable Wine Glass Set,kitchen,15.38
PROD-0421,DriveLine Portable Jump Starter,automotive,49.98
PROD-0422,Hearthstone Glass Storage Container Set,kitchen,18.60
PROD-0423,Circuit & Co 4K Action Camera,electronics,240.66
PROD-0425,Harbor Line Cargo Jacket,clothing,87.22
PROD-0426,Comfort Haven Blackout Curtain Panel,home,29.81
PROD-0428,Hearthstone Cast Iron Grill Pan,kitchen,46.13
PROD-0429,SummitForm Anti-Fog Ski Goggles,sports,45.17
PROD-0430,IronGrit Telescopic Fishing Rod,sports,25.78
PROD-0431,Solstice Denim Jacket,clothing,117.23
PROD-0432,Pulsewave Mechanical Keyboard,electronics,95.28
PROD-0433,Norwood & Fitch Pencil Skirt,clothing,56.28
PROD-0434,Velora Facial Cleansing Brush,beauty,37.94
PROD-0435,PeakStride Fitness Tracker Band,sports,31.77
PROD-0436,GlowLab Lip Balm Trio,beauty,15.12
PROD-0437,CopperTable 10-Piece Nonstick Cookware Set,kitchen,176.39
PROD-0438,Circuit & Co 27-Inch Desktop Monitor,electronics,137.26
PROD-0439,GlowLab Exfoliating Face Scrub,beauty,23.75
PROD-0440,Millbrook Glass Storage Container Set,kitchen,16.87
PROD-0441,PlayNest Art & Craft Kit,toys,25.25
PROD-0442,TrailGear Seat Cover Set,automotive,54.28
PROD-0443,CopperTable Digital Air Fryer,kitchen,130.34
PROD-0444,Velora Matte Liquid Lipstick,beauty,19.06
PROD-0445,RoadCrest Car Wax & Detailing Kit,automotive,15.85
PROD-0446,DriveLine Rooftop Cargo Carrier,automotive,108.12
PROD-0447,PeakStride Cast Iron Kettlebell,sports,36.18
PROD-0448,TrailGear Handheld Car Vacuum,automotive,22.35
PROD-0449,NexTech Robot Vacuum,electronics,159.01
PROD-0450,IronGrit Anti-Fog Ski Goggles,sports,35.95
PROD-0451,Millbrook Cast Iron Grill Pan,kitchen,27.95
PROD-0452,Comfort Haven 5-Shelf Bookcase,home,128.51
PROD-0453,IronGrit Basketball,sports,28.28
PROD-0454,Millbrook Programmable Slow Cooker,kitchen,69.28
PROD-0455,Comfort Haven Fabric Shower Curtain,home,22.58
PROD-0456,Millbrook Food Processor,kitchen,95.77
PROD-0457,NexTech Dual-Band Wireless Router,electronics,69.54
PROD-0458,Millbrook Digital Air Fryer,kitchen,67.23
PROD-0459,NexTech Portable External Hard Drive,electronics,84.20
PROD-0460,NexTech 10-Inch Tablet,electronics,240.34
PROD-0461,Norwood & Fitch Cotton T-Shirt,clothing,16.21
PROD-0462,Wonderkid Stacking Rings Toy,toys,19.88
PROD-0463,TrailGear Interior LED Light Kit,automotive,22.58
PROD-0464,TrailGear Rubber Cargo Liner,automotive,44.63
PROD-0465,Harbor Line Bomber Jacket,clothing,82.53
PROD-0466,NexTech 4K Streaming Media Player,electronics,26.46
PROD-0467,RoadCrest Handheld Car Vacuum,automotive,30.61
PROD-0468,Circuit & Co Smart Thermostat,electronics,123.76
PROD-0469,PeakStride Adjustable Dumbbell Set,sports,104.28
PROD-0470,TrailGear Magnetic Phone Mount,automotive,21.76
PROD-0471,TrailGear LED Headlight Bulb Kit,automotive,57.30
PROD-0472,Wovenly Bedding Set,home,85.12
PROD-0473,Pulsewave Wireless Charging Pad,electronics,33.66
PROD-0474,Wonderkid Play Kitchen Set,toys,57.03
PROD-0475,Wonderkid Kids' Camera Drone,toys,54.87
PROD-0476,Harbor Line Flannel Shirt,clothing,34.47
